epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,2415.94,0.61482,0.96373,1.43858,0.60804,0.62865,0.64052,0.30675,1.01171,1.42864,2.03797,0.000725094,0.000725094,0.000725094
108,2437.56,0.60864,0.95054,1.44552,0.60466,0.62452,0.64817,0.3196,1.00362,1.40117,1.92648,0.000720439,0.000720439,0.000720439
109,2460.56,0.5993,0.94697,1.42657,0.61317,0.64185,0.65216,0.31655,1.0217,1.39154,1.94644,0.000715761,0.000715761,0.000715761
110,2482.03,0.60281,0.95031,1.42814,0.62038,0.62861,0.64786,0.30448,1.03795,1.38582,1.98178,0.000711059,0.000711059,0.000711059
111,2505.02,0.60569,0.94025,1.43459,0.61377,0.62152,0.6604,0.32207,1.0031,1.39522,1.9468,0.000706335,0.000706335,0.000706335
112,2527.58,0.58494,0.92457,1.42533,0.63761,0.62015,0.66971,0.3187,1.03772,1.38731,1.99321,0.000701588,0.000701588,0.000701588
113,2550.02,0.58948,0.92472,1.41944,0.61967,0.62442,0.66369,0.31347,1.02837,1.37615,1.95373,0.00069682,0.00069682,0.00069682
114,2573.59,0.58187,0.91676,1.41307,0.63441,0.6214,0.66663,0.3168,1.02559,1.41772,1.98427,0.000692031,0.000692031,0.000692031
115,2595.38,0.58621,0.92236,1.41574,0.61036,0.65081,0.65924,0.31848,1.02743,1.37043,2.00391,0.000687222,0.000687222,0.000687222
116,2618.34,0.58151,0.92157,1.41354,0.61623,0.62427,0.6462,0.31077,1.01317,1.43479,1.95093,0.000682392,0.000682392,0.000682392
117,2640.06,0.58087,0.89927,1.42188,0.62368,0.6413,0.64987,0.32039,1.05512,1.38045,1.96446,0.000677543,0.000677543,0.000677543
118,2663.45,0.58546,0.91371,1.42563,0.60468,0.69298,0.67143,0.31993,1.01435,1.3655,2.01474,0.000672675,0.000672675,0.000672675
119,2685.61,0.57791,0.90317,1.41884,0.60658,0.65083,0.65149,0.32012,1.01778,1.375,2.00406,0.000667789,0.000667789,0.000667789
120,2708.48,0.57537,0.90119,1.39867,0.63049,0.64999,0.67766,0.32313,1.02472,1.33223,1.97382,0.000662885,0.000662885,0.000662885
121,2731.21,0.56111,0.88818,1.39399,0.6514,0.6431,0.67166,0.3241,1.0355,1.3465,2.0053,0.000657963,0.000657963,0.000657963
122,2753.67,0.58024,0.88144,1.40176,0.6412,0.64701,0.68125,0.32426,1.03224,1.33419,2.02662,0.000653025,0.000653025,0.000653025
123,2776.54,0.55514,0.86851,1.386,0.62249,0.65239,0.66582,0.31847,1.00329,1.33329,1.98145,0.000648071,0.000648071,0.000648071
124,2798.03,0.56823,0.8842,1.39237,0.66405,0.64335,0.65717,0.31506,1.08027,1.34184,2.02596,0.000643101,0.000643101,0.000643101
125,2820.77,0.55977,0.85976,1.38735,0.61233,0.62863,0.64043,0.30665,1.03173,1.37258,1.98439,0.000638115,0.000638115,0.000638115
